0,1,2
-2.279316325507999,-0.7249265090115897,0
0.516302010547053,0.9667328537854426,1
1.5695957371445635,1.0292239166714332,1
-1.5117887210655547,-0.9318480652130116,0
-2.6186249532937813,-0.5933486167211859,0
-2.1472062202024498,-0.558975979095768,0
1.4647752843658175,1.0814033889771424,1
-1.2514893978208201,-0.8585197390677842,0
0.346151983473691,-0.9464208649770525,0
1.0965271403277976,1.0100030149917936,1
0.5238133542376093,-1.5141186009150338,0
0.5026789149093642,0.9546401752638476,1
-0.4570686410735394,-0.9891670025449295,0
-0.2089286632096643,-1.3613324508684204,0
-1.3245138579114388,-0.863212775229171,0
-0.6573357463240805,-1.1558790922011735,0
2.6608974928026203,1.3291440353819353,1
1.152588393693808,1.0772914186875036,1
-0.04480504919772943,0.7779873502817636,1
-3.1189903018624303,-1.2206920913165173,0
-2.327730604457229,-0.8777304664375416,0
-0.6821898166376612,-0.9671434748604102,0
0.7904243867103391,0.8870866556026119,1
0.8581027191366355,1.051934861260474,1
-2.642699257969376,-0.6228374125058858,0
0.7920272969643121,0.9584658843045906,0
0.34235467592743385,0.9335266931298093,1
0.8646207104462629,1.05417475994386,1
-1.0617821110336445,-1.2038497589946977,0
0.43376982751031146,0.8707077393131983,1
1.3640809518439405,0.9947528616015796,1
-1.027148005902794,-0.8615498665108019,0
1.61202067826013,1.085617964333166,1
0.07655974803681476,0.7706719435455407,1
1.3222323411166064,1.012772393576915,1
0.473744763849983,1.0410348424699811,1
-1.3561264261960049,-1.335943282524268,0
2.2545417143452156,1.1862754024033868,1
1.14416815439714,1.034764118011888,1
-0.2543434965041762,-1.230163526201059,0
-1.3507321563664307,-1.137217491181748,0
-0.5840806052307654,-1.0812388571614826,0
0.3615451827262849,0.8939439664450219,1
0.35668919540586796,-1.0879839549533825,0
2.550769261232061,-1.4222573734063988,0
0.07444427266211551,-1.0463468466499377,0
-0.06115724526913291,-1.1148498836748237,0
1.0756851952889455,1.0439222795017242,1
-2.9992884985449404,-0.34381017706911143,0
-0.6221356561447794,-1.2572841995004644,0
-2.2043097927581536,-0.838178753853771,0
0.8411659237703364,0.931198795016912,1
-0.2838778596628242,-1.2696990897801634,0
-0.8222941661076956,-1.2496903498705265,0
2.3926860588064427,-1.2486822092371397,0
-2.8562091244522207,-0.7883278223085757,0
-3.0227326547185487,-0.371657840873445,0
-1.5510128298382964,-0.7600595094698291,0
1.3451346465782699,1.0814846677068717,1
0.6887289832703024,1.0259148843414292,1
1.854627395150637,1.105650764384534,1
1.0532397874496435,0.9694033305683163,1
1.914223675483583,1.185331585705372,1
-0.7714425274430107,-1.3709853707561424,0
0.2071336463812855,0.8356784291643313,1
0.7380169794404409,0.9244948800919774,1
-1.0196555333364263,0.7005550613220749,1
2.358887660971862,-1.4231719876288407,0
-0.29274778282308167,-1.0674668664767881,0
0.6491362273962298,0.9278953018570586,1
-0.5008464444865863,0.6707176579178991,1
2.086026734941724,1.2275548905429583,1
1.2704373461361738,0.9987085042644159,1
0.012333390619191142,-1.0845246034086522,0
0.9766444681087415,1.0194021822594568,1
1.353518772662516,1.0672393979425772,1
1.3680679524153443,0.9941644737299956,1
0.1837835640493628,0.8086544700291276,1
0.5899705452219213,0.8458295308801467,1
-1.7124269907696377,-1.2670305746604649,0
-0.4327211578457545,-1.2861517149606523,0
2.521478803911262,1.261446826125932,1
0.5426290233496875,0.9150756260604943,1
-3.2907795729234746,-0.46947882366991034,0
0.595196626482557,-1.2929631438738607,0
1.073453352177392,1.0868859290586845,1
0.33536895526499233,-0.9121903141242952,0
-0.8299741321768628,-0.6150145854463187,0
1.8367978673767247,1.1428585980422588,1
-0.5218225286648474,-0.8567026233670849,0
0.5020135550659914,-0.933813371057904,0
1.353412541386969,1.095589274673165,1
1.1612099905475524,1.0884608595359981,1
1.6057887972680356,1.0245830376445635,1
-1.1877623416307144,-0.7987753181760828,0
-1.4599956648796064,-0.46006225109340426,0
-0.7758829450008662,-1.0351225212403607,0
-1.8167357730564582,-0.6682605176817671,0
0.9702150204824201,0.9219811342691788,1
1.8130912693472205,1.0606564801795515,1
