id,label
1,0.53844733
2,0.47991537
3,0.43679198
4,0.51139189
5,0.44436832
6,0.56485333
7,0.51766432
8,0.53548316
9,0.54608204
10,0.52708861
11,0.54869478
12,0.54992606
13,0.60604353
14,0.4830237
15,0.54643868
16,0.48558922
17,0.4927462
18,0.44306982
19,0.59610473
20,0.5336286
21,0.51673851
22,0.53706156
23,0.54988312
24,0.49941725
25,0.41347532
26,0.47910319
27,0.55873408
28,0.53529425
29,0.44318695
30,0.5977163
31,0.50841562
32,0.54720018
33,0.37342294
34,0.48073746
35,0.54723525
36,0.56680057
37,0.48770608
38,0.55113237
39,0.56495575
40,0.44513328
41,0.51668718
42,0.27885279
43,0.5612556
44,0.43948402
45,0.4450763
46,0.43521593
47,0.45379636
48,0.51318843
49,0.6047837
50,0.63590021
51,0.53857555
52,0.5086859
53,0.56077962
54,0.45852744
55,0.58604906
56,0.39134807
57,0.62625598
58,0.6035086
59,0.48821259
60,0.50410363
61,0.54124782
62,0.54375352
63,0.50010666
64,0.34671326
65,0.55434322
66,0.53199065
67,0.51457009
68,0.30894506
69,0.5299181
70,0.54315946
71,0.41783075
72,0.55552766
73,0.4386689
74,0.5591737
75,0.50935672
76,0.47870706
77,0.53429853
78,0.44571143
79,0.51419597
80,0.43679198
81,0.49326004
82,0.46071391
83,0.54701143
84,0.51840096
85,0.49928479
86,0.54703226
87,0.48640854
88,0.48378699
89,0.52226181
90,0.53895426
91,0.61410961
92,0.54091861
93,0.5587786
94,0.48243157
95,0.49290342
96,0.45004884
97,0.60637508
98,0.54006355
99,0.45705856
100,0.42260414
101,0.42915847
102,0.47777434
103,0.55324851
104,0.54605501
105,0.533244
106,0.47744265
107,0.39661839
108,0.61470603
109,0.39075918
110,0.4999037
111,0.56450968
112,0.566667
113,0.52950424
114,0.48266085
115,0.51318843
116,0.53655399
117,0.55556485
118,0.49204957
119,0.40937273
120,0.55354706
121,0.48563661
122,0.54691369
123,0.45030447
124,0.48775993
125,0.45853425
126,0.59116567
127,0.5801693
128,0.54127162
129,0.50802665
130,0.55899144
131,0.50158349
132,0.53571537
133,0.4004265
134,0.45536145
135,0.51798793
136,0.47137105
137,0.54605501
138,0.47866303
139,0.49296549
140,0.56751195
141,0.48740145
142,0.48644174
143,0.53639066
144,0.52224064
145,0.32521334
146,0.51946944
147,0.53699767
148,0.4902779
149,0.53755965
150,0.49097296
151,0.53644676
152,0.35989492
153,0.48683217
154,0.49842412
155,0.43514305
156,0.56932524
157,0.53084311
158,0.56677896
159,0.52373894
160,0.49386863
161,0.55843104
162,0.4420927
163,0.50353029
164,0.50452602
165,0.48128742
166,0.57106363
167,0.48940364
168,0.51845859
169,0.46528296
170,0.55907513
171,0.49224667
172,0.53950339
173,0.45926901
174,0.37287118
175,0.48808912
176,0.48980184
177,0.53589205
178,0.53193035
179,0.53992108
180,0.4784524
181,0.51961065
182,0.49439252
183,0.51177749
184,0.54237847
185,0.5511569
186,0.52666375
187,0.48627449
188,0.54140786
189,0.40961905
190,0.43438125
191,0.3804946
192,0.5316847
193,0.58567958
194,0.47690151
195,0.46375338
196,0.49636269
197,0.56089885
198,0.43504589
199,0.42736897
200,0.53580661
201,0.48867021
202,0.4345875
203,0.42267003
204,0.45480174
205,0.28572689
206,0.63304971
207,0.41427366
208,0.44094262
209,0.4315795
210,0.51630906
211,0.635958
212,0.40834609
213,0.4875061
214,0.56026189
215,0.51162282
216,0.36791066
217,0.55861602
218,0.53247317
219,0.47338615
220,0.53348537
221,0.44757429
222,0.4885862
223,0.39280654
224,0.56677896
225,0.51712805
226,0.4902779
227,0.5346015
228,0.51860925
229,0.47121201
230,0.46450219
231,0.42547893
232,0.48961972
233,0.48386327
234,0.42782812
235,0.52636645
236,0.53605437
237,0.50786191
238,0.53838816
239,0.48973721
240,0.45364469
241,0.49340546
242,0.52667089
243,0.4620846
244,0.55287814
245,0.53588379
246,0.51434613
247,0.50104182
248,0.5363683
249,0.48433909
250,0.47433327
251,0.55643489
252,0.55850641
253,0.53110394
254,0.59659003
255,0.48415596
256,0.54724373
257,0.49136198
258,0.48543819
259,0.4917967
260,0.47081974
261,0.54515344
262,0.58405189
263,0.42350104
264,0.62500148
265,0.56601339
266,0.53381218
267,0.52043006
268,0.55269922
269,0.4355199
270,0.50136257
271,0.50193742
272,0.51693473
273,0.5578704
274,0.6433722
275,0.41824331
276,0.51927675
277,0.52286863
278,0.55185085
279,0.5053712
280,0.43028573
281,0.42272708
282,0.42278647
283,0.51799385
284,0.52496497
285,0.45682113
286,0.56507282
287,0.48208928
288,0.47981346
289,0.594925
290,0.54695214
291,0.49825365
292,0.57304986
293,0.59837578
294,0.4591977
295,0.3871097
296,0.53210347
297,0.4707429
298,0.61427534
299,0.44373259
300,0.53415138
301,0.52606433
302,0.52470374
303,0.52803483
304,0.53751312
305,0.50330379
306,0.49855512
307,0.4895875
308,0.54237116
309,0.50802007
310,0.45725566
311,0.42736897
312,0.5017499
313,0.53427637
314,0.56026189
315,0.53961029
316,0.42699837
317,0.54237116
318,0.57147587
319,0.51224716
320,0.45241112
321,0.53353747
322,0.3605365
323,0.53199065
324,0.44756489
325,0.44925835
326,0.42272657
327,0.55180093
328,0.54983841
329,0.34988729
330,0.5554293
331,0.4286247
332,0.55306234
333,0.53620244
334,0.53985736
335,0.49362792
336,0.45045296
337,0.52148229
338,0.56124522
339,0.53059663
340,0.54407696
341,0.53140465
342,0.52807313
343,0.48711864
344,0.53093257
345,0.52643035
346,0.56603854
347,0.55557169
348,0.49212684
349,0.52892274
350,0.4228462
351,0.43786968
352,0.50187395
353,0.5430517
354,0.52961996
355,0.55434858
356,0.43332343
357,0.63076133
358,0.55311884
359,0.51239424
360,0.45147452
361,0.5706859
362,0.55294029
363,0.58382834
364,0.4262252
365,0.54743533
366,0.48331246
367,0.55770698
368,0.53662223
369,0.49263901
370,0.53802904
371,0.56097325
372,0.56215069
373,0.51918061
374,0.53648984
375,0.43319037
376,0.60004714
377,0.46333134
378,0.55083087
379,0.49195772
380,0.48467454
381,0.55420266
382,0.55161962
383,0.54726708
384,0.48946167
385,0.53431351
386,0.50693595
387,0.47117213
388,0.41590734
389,0.54237116
390,0.57255587
391,0.58091194
392,0.49199239
393,0.32228938
394,0.49247167
395,0.51227106
396,0.49326004
397,0.50512616
398,0.47131262
399,0.50632317
400,0.54992606
401,0.52413142
402,0.641935
403,0.53718882
404,0.55130722
405,0.59973794
406,0.23644423
407,0.55471208
408,0.50183036
409,0.581646
410,0.5567859
411,0.59659003
412,0.49097296
413,0.61268368
414,0.52872085
415,0.52811515
416,0.47383035
417,0.57106363
418,0.52852667
419,0.49314553
420,0.5052803
421,0.51364488
422,0.49632205
423,0.50072632
424,0.5291037
425,0.47129162
426,0.3302448
427,0.33610361
428,0.43043494
429,0.46877095
430,0.54131983
431,0.50765665
432,0.47063775
433,0.55009567
434,0.4830834
435,0.55826096
436,0.47178116
437,0.53067701
438,0.53143265
439,0.46187733
440,0.48854477
441,0.36629929
442,0.51847593
443,0.51213745
444,0.51822044
445,0.58798263
446,0.51822044
447,0.41774618
448,0.50464948
449,0.61100672
450,0.54484564
451,0.52900462
452,0.56576508
453,0.45004884
454,0.55083441
455,0.45523038
456,0.60013383
457,0.41368315
458,0.6433722
459,0.54098663
460,0.4856275
461,0.47214907
462,0.49569475
463,0.51653605
464,0.52043568
465,0.50452409
466,0.51383684
467,0.48419212
468,0.5624808
469,0.48303326
470,0.45593042
471,0.42738893
472,0.53802376
473,0.52205238
474,0.54630237
475,0.5021501
476,0.54393434
477,0.54723525
478,0.53535374
479,0.53654078
480,0.52528922
481,0.39475973
482,0.43853475
483,0.58221788
484,0.61817262
485,0.48868495
486,0.54150715
487,0.6232014
488,0.44905816
489,0.40140259
490,0.47684577
491,0.47719318
492,0.52807313
493,0.45546431
494,0.5782773
495,0.56026189
496,0.55213903
497,0.45804706
498,0.53812874
499,0.42716436
500,0.43461266
501,0.54866647
502,0.50473758
503,0.54992606
504,0.49478659
505,0.48373293
506,0.48582443
507,0.4806211
508,0.55028982
509,0.45411832
510,0.4902779
511,0.5263897
512,0.53168103
513,0.53258026
514,0.51132712
515,0.39998037
516,0.50915501
517,0.58393144
518,0.50573882
519,0.46883221
520,0.54439885
521,0.4709527
522,0.4986887
523,0.48745878
524,0.4662309
525,0.50409243
526,0.42915847
527,0.56026189
528,0.52884021
529,0.41120319
530,0.58355828
531,0.5212994
532,0.51020122
533,0.36810981
534,0.47334616
535,0.56541908
536,0.52859849
537,0.4160808
538,0.51483034
539,0.48701374
540,0.55122871
541,0.50270622
542,0.53133489
543,0.48137435
544,0.54312946
545,0.4977395
546,0.55871465
547,0.45239363
548,0.57957386
549,0.37784574
550,0.44040892
551,0.4724828
552,0.54856345
553,0.37989983
554,0.49362792
555,0.44597123
556,0.50405283
557,0.37342294
558,0.46603818
559,0.37200404
560,0.55464683
561,0.57033721
562,0.51456746
563,0.47355505
564,0.57152528
565,0.4963524
566,0.45445423
567,0.48950916
568,0.4448256
569,0.50693595
570,0.54145441
571,0.53168081
572,0.64062984
573,0.60464649
574,0.4553102
575,0.52513363
576,0.57106363
577,0.5374885
578,0.53652107
579,0.49362792
580,0.47119191
581,0.53716618
582,0.51732314
583,0.45882118
584,0.49741819
585,0.55053161
586,0.48916552
587,0.57268256
588,0.50573882
589,0.43126853
590,0.49571414
591,0.51371374
592,0.41425384
593,0.49364044
594,0.59659003
595,0.52287997
596,0.48915293
597,0.56213315
598,0.4389243
599,0.42928286
600,0.51954065
601,0.42108886
602,0.54116664
603,0.47251523
604,0.53663489
605,0.49158687
606,0.50934452
607,0.48987422
608,0.51662166
609,0.5255786
610,0.44649219
